SubID,Group,TrialNo,Block,Condition,WordPair,JOL,Cue,T1_Response,T1_CR,T1_SCORE,T2_Response,T2_CR,T2_SCORE,T1_LH_Conf,T2_LH_Conf,ConditionFactor,GroupFactor,T1ConfFactor,T2ConfFactor
ASD_PMC_01,AUT,1,BLOCK1,FB,ABSTAININGEARTHWORM,25,ABSTAINING,RAT,3,0,EARTHWORM,2,1,High,Low,FB,AUT,High,Low
ASD_PMC_01,AUT,2,BLOCK1,FB,CATCHINGCAMEL,25,CATCHING,BABY,2,0,BIRD,2,0,High,High,FB,AUT,High,High
ASD_PMC_01,AUT,3,BLOCK1,FB,CRAWLINGSTADIUM,39,CRAWLING,STADIUM,4,1,STADIUM,4,1,High,High,FB,AUT,High,High
ASD_PMC_01,AUT,4,BLOCK1,FB,DRIVINGPACKAGE,61,DRIVING,TRUCK,1,0,PACKAGE,4,1,Low,High,FB,AUT,Low,High
ASD_PMC_01,AUT,5,BLOCK1,FB,FISHINGTWEEZERS,48,FISHING,WHEEL,1,0,SHEEP,1,0,Low,Low,FB,AUT,Low,Low
ASD_PMC_01,AUT,6,BLOCK1,FB,GRABBINGPENCIL,59,GRABBING,FISH,1,0,PENCIL,4,1,Low,High,FB,AUT,Low,High
ASD_PMC_01,AUT,7,BLOCK1,FB,HOOKINGOCEAN,49,HOOKING,OCEAN,4,1,OCEAN,4,1,High,High,FB,AUT,High,High
ASD_PMC_01,AUT,8,BLOCK1,FB,LOVINGCEMENT,30,LOVING,CEMENT,3,1,CEMENT,4,1,Low,High,FB,AUT,Low,High
ASD_PMC_01,AUT,9,BLOCK1,FB,PINCHINGTRUCK,40,PINCHING,EARTHWORM,1,0,FLOOR,1,0,Low,Low,FB,AUT,Low,Low
ASD_PMC_01,AUT,10,BLOCK1,FB,ROLLINGSALT,36,ROLLING,STONE,1,0,FISH,1,0,Low,Low,FB,AUT,Low,Low
ASD_PMC_01,AUT,11,BLOCK1,FB,SCOOPINGSHEEP,35,SCOOPING,BASKET,2,0,SHEEP,3,1,High,Low,FB,AUT,High,Low
ASD_PMC_01,AUT,12,BLOCK1,FB,SPINNINGBLANKET,39,SPINNING,BLANKET,4,1,BLANKET,4,1,High,High,FB,AUT,High,High
ASD_PMC_01,AUT,13,BLOCK1,FB,TEETERINGRAT,37,TEETERING,BUILDING,1,0,RAT,3,1,Low,Low,FB,AUT,Low,Low
ASD_PMC_01,AUT,14,BLOCK1,FB,WIDENINGJACKET,43,WIDENING,JACKET,4,1,JACKET,4,1,High,High,FB,AUT,High,High
ASD_PMC_01,AUT,15,BLOCK2,NF,BATTINGNAPKIN,39,BATTING,RAT,1,0,BUILDING,1,0,Low,Low,NF,AUT,Low,Low
ASD_PMC_01,AUT,16,BLOCK2,NF,CONDUCTINGPYRAMID,35,CONDUCTING,PYRAMID,1,1,TABLESPOON,1,0,Low,Low,NF,AUT,Low,Low
ASD_PMC_01,AUT,17,BLOCK2,NF,DIGGINGBANDAGE,29,DIGGING,COMPUTER,2,0,PYRAMID,1,0,High,Low,NF,AUT,High,Low
ASD_PMC_01,AUT,18,BLOCK2,NF,EXCHANGINGJAR,38,EXCHANGING,MONEY,2,0,MONEY,1,0,High,Low,NF,AUT,High,Low
ASD_PMC_01,AUT,19,BLOCK2,NF,FLIPPINGCABIN,30,FLIPPING,PANCAKE,1,0,PYRAMID,1,0,Low,Low,NF,AUT,Low,Low
ASD_PMC_01,AUT,20,BLOCK2,NF,HAMMERINGANIMAL,40,HAMMERING,WATER,1,0,TABLESPOON,2,0,Low,High,NF,AUT,Low,High
ASD_PMC_01,AUT,21,BLOCK2,NF,INTRODUCINGISLAND,45,INTRODUCING,ISLAND,4,1,ISLAND,4,1,High,High,NF,AUT,High,High
ASD_PMC_01,AUT,22,BLOCK2,NF,OPENINGTABLESPOON,35,OPENING,TABLESPOOM,2,1,LAMP,1,0,Low,Low,NF,AUT,Low,Low
ASD_PMC_01,AUT,23,BLOCK2,NF,PUSHINGSPATULA,55,PUSHING,SPATULA,4,1,SPATULA,4,1,High,High,NF,AUT,High,High
ASD_PMC_01,AUT,24,BLOCK2,NF,RUNNINGROOF,42,RUNNING,PYRAMID,1,0,FAUCET,1,0,Low,Low,NF,AUT,Low,Low
ASD_PMC_01,AUT,25,BLOCK2,NF,SHRUGGINGOWL,48,SHRUGGING,LIZARD,1,0,BIRD,1,0,Low,Low,NF,AUT,Low,Low
ASD_PMC_01,AUT,26,BLOCK2,NF,STOPPINGCLARINET,39,STOPPING,TABLESPOON,2,0,BUILDING,1,0,High,Low,NF,AUT,High,Low
ASD_PMC_01,AUT,27,BLOCK2,NF,TYPINGFLOWER,34,TYPING,FLOWER,3,1,FLOWER,4,1,Low,High,NF,AUT,Low,High
ASD_PMC_02,AUT,1,BLOCK1,FB,ABSTAININGEARTHWORM,41,ABSTAINING,CARPET,2,0,PAINT,1,0,High,Low,FB,AUT,High,Low
ASD_PMC_02,AUT,2,BLOCK1,FB,CATCHINGCAMEL,57,CATCHING,BASEBALL,2,0,RAT,2,0,High,High,FB,AUT,High,High
ASD_PMC_02,AUT,3,BLOCK1,FB,CRAWLINGSTADIUM,33,CRAWLING,STADIUM,4,1,STADIUM,4,1,High,High,FB,AUT,High,High
ASD_PMC_02,AUT,4,BLOCK1,FB,DRIVINGPACKAGE,97,DRIVING,TRUCK,3,0,TRUCK,1,0,High,Low,FB,AUT,High,Low
ASD_PMC_02,AUT,5,BLOCK1,FB,FISHINGTWEEZERS,43,FISHING,BOAT,1,0,HOOK,1,0,Low,Low,FB,AUT,Low,Low
ASD_PMC_02,AUT,6,BLOCK1,FB,GRABBINGPENCIL,80,GRABBING,GOPHER,1,0,TRUCK,2,0,Low,High,FB,AUT,Low,High
ASD_PMC_02,AUT,7,BLOCK1,FB,HOOKINGOCEAN,45,HOOKING,FISH,1,0,FISH,1,0,Low,Low,FB,AUT,Low,Low
ASD_PMC_02,AUT,8,BLOCK1,FB,LOVINGCEMENT,61,LOVING,MOTHER,1,0,TRUCK,2,0,Low,High,FB,AUT,Low,High
ASD_PMC_02,AUT,9,BLOCK1,FB,PINCHINGTRUCK,52,PINCHING,CHAIR,1,0,SALT,4,0,Low,High,FB,AUT,Low,High
ASD_PMC_02,AUT,10,BLOCK1,FB,ROLLINGSALT,59,ROLLING,PIN,1,0,SHEEP,2,0,Low,High,FB,AUT,Low,High
ASD_PMC_02,AUT,11,BLOCK1,FB,SCOOPINGSHEEP,39,SCOOPING,JAM,2,0,SHEEP,4,1,High,High,FB,AUT,High,High
ASD_PMC_02,AUT,12,BLOCK1,FB,SPINNINGBLANKET,62,SPINNING,WHEEL,1,0,SALT,2,0,Low,High,FB,AUT,Low,High
ASD_PMC_02,AUT,13,BLOCK1,FB,TEETERINGRAT,22,TEETERING,EARTHWORM,1,0,RAT,2,1,Low,Low,FB,AUT,Low,Low
ASD_PMC_02,AUT,14,BLOCK1,FB,WIDENINGJACKET,68,WIDENING,JACKET,4,1,JACKET,4,1,High,High,FB,AUT,High,High
ASD_PMC_02,AUT,15,BLOCK2,NF,BATTINGNAPKIN,53,BATTING,ANIMAL,2,0,CAGE,1,0,High,Low,NF,AUT,High,Low
ASD_PMC_02,AUT,16,BLOCK2,NF,CONDUCTINGPYRAMID,38,CONDUCTING,PYRAMID,4,1,BUILDING,2,0,High,High,NF,AUT,High,High
ASD_PMC_02,AUT,17,BLOCK2,NF,DIGGINGBANDAGE,53,DIGGING,ANIMAL,4,0,ANIMAL,2,0,High,High,NF,AUT,High,High
ASD_PMC_02,AUT,18,BLOCK2,NF,EXCHANGINGJAR,37,EXCHANGING,JAR,3,1,JAR,3,1,Low,Low,NF,AUT,Low,Low
ASD_PMC_02,AUT,19,BLOCK2,NF,FLIPPINGCABIN,34,FLIPPING,CABIN,4,1,CABIN,4,1,High,High,NF,AUT,High,High
ASD_PMC_02,AUT,20,BLOCK2,NF,HAMMERINGANIMAL,70,HAMMERING,TABLE,2,0,ANIMAL,3,1,High,Low,NF,AUT,High,Low
ASD_PMC_02,AUT,21,BLOCK2,NF,INTRODUCINGISLAND,32,INTRODUCING,BUILDING,1,0,ENVELOPE,1,0,Low,Low,NF,AUT,Low,Low
ASD_PMC_02,AUT,22,BLOCK2,NF,OPENINGTABLESPOON,27,OPENING,ENVELOPE,2,0,JAM,1,0,High,Low,NF,AUT,High,Low
ASD_PMC_02,AUT,23,BLOCK2,NF,PUSHINGSPATULA,47,PUSHING,TABLE,1,0,HOUSE,2,0,Low,High,NF,AUT,Low,High
ASD_PMC_02,AUT,24,BLOCK2,NF,RUNNINGROOF,43,RUNNING,SCISSORS,1,0,SCISSOR,2,0,Low,High,NF,AUT,Low,High
ASD_PMC_02,AUT,25,BLOCK2,NF,SHRUGGINGOWL,54,SHRUGGING,OWL,4,1,OWL,4,1,High,High,NF,AUT,High,High
ASD_PMC_02,AUT,26,BLOCK2,NF,STOPPINGCLARINET,42,STOPPING,TRAIN,1,0,TRAIN,1,0,Low,Low,NF,AUT,Low,Low
ASD_PMC_02,AUT,27,BLOCK2,NF,TYPINGFLOWER,57,TYPING,COMPUTER,1,0,KEYBOARD,1,0,Low,Low,NF,AUT,Low,Low
ASD_PMC_03,AUT,1,BLOCK1,FB,ABSTAININGEARTHWORM,20,ABSTAINING,EARTHWORM,4,1,TOP,1,0,High,Low,FB,AUT,High,Low
ASD_PMC_03,AUT,2,BLOCK1,FB,CATCHINGCAMEL,13,CATCHING,BAT,1,0,STOP,1,0,Low,Low,FB,AUT,Low,Low
ASD_PMC_03,AUT,3,BLOCK1,FB,CRAWLINGSTADIUM,43,CRAWLING,STADIUM,4,1,STADIUM,4,1,High,High,FB,AUT,High,High
ASD_PMC_03,AUT,4,BLOCK1,FB,DRIVINGPACKAGE,55,DRIVING,CAR,1,0,PACKAGE,4,1,Low,High,FB,AUT,Low,High
ASD_PMC_03,AUT,5,BLOCK1,FB,FISHINGTWEEZERS,25,FISHING,HAT,1,0,CAMEL,2,0,Low,High,FB,AUT,Low,High
ASD_PMC_03,AUT,6,BLOCK1,FB,GRABBINGPENCIL,61,GRABBING,BOOTS,1,0,PENCIL,4,1,Low,High,FB,AUT,Low,High
ASD_PMC_03,AUT,7,BLOCK1,FB,HOOKINGOCEAN,19,HOOKING,SPATULA,1,0,STEAK,1,0,Low,Low,FB,AUT,Low,Low
ASD_PMC_03,AUT,8,BLOCK1,FB,LOVINGCEMENT,14,LOVING,LIBRARY,1,0,MAP,1,0,Low,Low,FB,AUT,Low,Low
ASD_PMC_03,AUT,9,BLOCK1,FB,PINCHINGTRUCK,13,PINCHING,TRUCK,2,1,HAT,1,0,Low,Low,FB,AUT,Low,Low
ASD_PMC_03,AUT,10,BLOCK1,FB,ROLLINGSALT,7,ROLLING,PIN,1,0,SOCK,1,0,Low,Low,FB,AUT,Low,Low
ASD_PMC_03,AUT,11,BLOCK1,FB,SCOOPINGSHEEP,17,SCOOPING,SKY,1,0,SHEEP,4,1,Low,High,FB,AUT,Low,High
ASD_PMC_03,AUT,12,BLOCK1,FB,SPINNINGBLANKET,20,SPINNING,SHEEP,1,0,BLANKET,4,1,Low,High,FB,AUT,Low,High
ASD_PMC_03,AUT,13,BLOCK1,FB,TEETERINGRAT,6,TEETERING,PEN,1,0,OVEN,1,0,Low,Low,FB,AUT,Low,Low
ASD_PMC_03,AUT,14,BLOCK1,FB,WIDENINGJACKET,42,WIDENING,JACKET,4,1,JACKET,4,1,High,High,FB,AUT,High,High
ASD_PMC_03,AUT,15,BLOCK2,NF,BATTINGNAPKIN,24,BATTING,SKY,1,0,SKY,1,0,Low,Low,NF,AUT,Low,Low
ASD_PMC_03,AUT,16,BLOCK2,NF,CONDUCTINGPYRAMID,10,CONDUCTING,CHAIR,1,0,CRAB,1,0,Low,Low,NF,AUT,Low,Low
ASD_PMC_03,AUT,17,BLOCK2,NF,DIGGINGBANDAGE,4,DIGGING,MOLE,1,0,NAIL,1,0,Low,Low,NF,AUT,Low,Low
ASD_PMC_03,AUT,18,BLOCK2,NF,EXCHANGINGJAR,5,EXCHANGING,SALIVA,1,0,NUMBER,1,0,Low,Low,NF,AUT,Low,Low
ASD_PMC_03,AUT,19,BLOCK2,NF,FLIPPINGCABIN,18,FLIPPING,HOUSE,3,0,HOUSE,4,0,High,High,NF,AUT,High,High
ASD_PMC_03,AUT,20,BLOCK2,NF,HAMMERINGANIMAL,53,HAMMERING,ANIMAL,4,1,ANIMAL,4,1,High,High,NF,AUT,High,High
ASD_PMC_03,AUT,21,BLOCK2,NF,INTRODUCINGISLAND,21,INTRODUCING,FRIEND,1,0,LOVER,1,0,Low,Low,NF,AUT,Low,Low
ASD_PMC_03,AUT,22,BLOCK2,NF,OPENINGTABLESPOON,70,OPENING,TABLESPOON,4,1,TABLESPOON,4,1,High,High,NF,AUT,High,High
ASD_PMC_03,AUT,23,BLOCK2,NF,PUSHINGSPATULA,19,PUSHING,DEN,1,0,MOUNTAIN,1,0,Low,Low,NF,AUT,Low,Low
ASD_PMC_03,AUT,24,BLOCK2,NF,RUNNINGROOF,32,RUNNING,BATTER,1,0,SCARED,1,0,Low,Low,NF,AUT,Low,Low
ASD_PMC_03,AUT,25,BLOCK2,NF,SHRUGGINGOWL,54,SHRUGGING,OWL,4,1,OWL,4,1,High,High,NF,AUT,High,High
ASD_PMC_03,AUT,26,BLOCK2,NF,STOPPINGCLARINET,12,STOPPING,PANTS,1,0,TRUCK,1,0,Low,Low,NF,AUT,Low,Low
ASD_PMC_03,AUT,27,BLOCK2,NF,TYPINGFLOWER,19,TYPING,FLOWER,4,1,FLOWER,4,1,High,High,NF,AUT,High,High
ASD_PMC_04,AUT,1,BLOCK1,FB,ABSTAININGEARTHWORM,66,ABSTAINING,EARTHWORM,4,1,EARTHWORM,4,1,High,High,FB,AUT,High,High
ASD_PMC_04,AUT,2,BLOCK1,FB,CATCHINGCAMEL,82,CATCHING,CAMEL,4,1,CAMEL,4,1,High,High,FB,AUT,High,High
ASD_PMC_04,AUT,3,BLOCK1,FB,CRAWLINGSTADIUM,65,CRAWLING,STADIUM,4,1,STADIUM,4,1,High,High,FB,AUT,High,High
ASD_PMC_04,AUT,4,BLOCK1,FB,DRIVINGPACKAGE,71,DRIVING,PACKAGE,4,1,PACKAGE,4,1,High,High,FB,AUT,High,High
ASD_PMC_04,AUT,5,BLOCK1,FB,FISHINGTWEEZERS,60,FISHING,CAN,1,0,TWEEZERS,4,1,Low,High,FB,AUT,Low,High
ASD_PMC_04,AUT,6,BLOCK1,FB,GRABBINGPENCIL,71,GRABBING,PENCIL,4,1,PENCIL,4,1,High,High,FB,AUT,High,High
ASD_PMC_04,AUT,7,BLOCK1,FB,HOOKINGOCEAN,73,HOOKING,OCEAN,4,1,OCEAN,4,1,High,High,FB,AUT,High,High
ASD_PMC_04,AUT,8,BLOCK1,FB,LOVINGCEMENT,77,LOVING,CONCRETE,4,0,CEMENT,4,1,High,High,FB,AUT,High,High
ASD_PMC_04,AUT,9,BLOCK1,FB,PINCHINGTRUCK,67,PINCHING,TRUCK,4,1,TRUCK,4,1,High,High,FB,AUT,High,High
ASD_PMC_04,AUT,10,BLOCK1,FB,ROLLINGSALT,71,ROLLING,SALT,4,1,SALT,4,1,High,High,FB,AUT,High,High
ASD_PMC_04,AUT,11,BLOCK1,FB,SCOOPINGSHEEP,71,SCOOPING,SHEEP,4,1,SHEEP,4,1,High,High,FB,AUT,High,High
ASD_PMC_04,AUT,12,BLOCK1,FB,SPINNINGBLANKET,64,SPINNING,BLANKET,4,1,BLANKET,4,1,High,High,FB,AUT,High,High
ASD_PMC_04,AUT,13,BLOCK1,FB,TEETERINGRAT,69,TEETERING,RAT,4,1,RAT,4,1,High,High,FB,AUT,High,High
ASD_PMC_04,AUT,14,BLOCK1,FB,WIDENINGJACKET,72,WIDENING,JACKET,4,1,JACKET,4,1,High,High,FB,AUT,High,High
ASD_PMC_04,AUT,15,BLOCK2,NF,BATTINGNAPKIN,79,BATTING,NAPKIN,4,1,NAPKIN,4,1,High,High,NF,AUT,High,High
ASD_PMC_04,AUT,16,BLOCK2,NF,CONDUCTINGPYRAMID,79,CONDUCTING,PYRAMID,4,1,PYRAMID,4,1,High,High,NF,AUT,High,High
ASD_PMC_04,AUT,17,BLOCK2,NF,DIGGINGBANDAGE,78,DIGGING,BANDAGE,4,1,BANDAGE,4,1,High,High,NF,AUT,High,High
ASD_PMC_04,AUT,18,BLOCK2,NF,EXCHANGINGJAR,78,EXCHANGING,JAR,4,1,JAR,4,1,High,High,NF,AUT,High,High
ASD_PMC_04,AUT,19,BLOCK2,NF,FLIPPINGCABIN,84,FLIPPING,CABIN,4,1,CABIN,4,1,High,High,NF,AUT,High,High
ASD_PMC_04,AUT,20,BLOCK2,NF,HAMMERINGANIMAL,83,HAMMERING,ANIMAL,4,1,ANIMAL,4,1,High,High,NF,AUT,High,High
ASD_PMC_04,AUT,21,BLOCK2,NF,INTRODUCINGISLAND,81,INTRODUCING,ISLAND,4,1,ISLAND,4,1,High,High,NF,AUT,High,High
ASD_PMC_04,AUT,22,BLOCK2,NF,OPENINGTABLESPOON,79,OPENING,TABLESPOON,4,1,TABLESPOON,4,1,High,High,NF,AUT,High,High
ASD_PMC_04,AUT,23,BLOCK2,NF,PUSHINGSPATULA,78,PUSHING,SPATULA,4,1,SPATULA,4,1,High,High,NF,AUT,High,High
ASD_PMC_04,AUT,24,BLOCK2,NF,RUNNINGROOF,80,RUNNING,ROOF,4,1,ROOF,4,1,High,High,NF,AUT,High,High
ASD_PMC_04,AUT,25,BLOCK2,NF,SHRUGGINGOWL,77,SHRUGGING,OWL,4,1,OWL,4,1,High,High,NF,AUT,High,High
ASD_PMC_04,AUT,26,BLOCK2,NF,STOPPINGCLARINET,65,STOPPING,CLARINET,4,1,CLAIRINET,4,1,High,High,NF,AUT,High,High
ASD_PMC_04,AUT,27,BLOCK2,NF,TYPINGFLOWER,78,TYPING,FLOWER,4,1,FLOWER,4,1,High,High,NF,AUT,High,High
ASD_PMC_05,AUT,1,BLOCK1,FB,ABSTAININGEARTHWORM,9,ABSTAINING,ELEPHANT,1,0,EARTHWORM,2,1,Low,Low,FB,AUT,Low,Low
ASD_PMC_05,AUT,2,BLOCK1,FB,CATCHINGCAMEL,13,CATCHING,CAMELS,3,0,STADIUM,1,0,High,Low,FB,AUT,High,Low
ASD_PMC_05,AUT,3,BLOCK1,FB,CRAWLINGSTADIUM,50,CRAWLING,CAMEL,2,0,STADIUM,1,1,High,Low,FB,AUT,High,Low
ASD_PMC_05,AUT,4,BLOCK1,FB,DRIVINGPACKAGE,9,DRIVING,EARTHWORM,1,0,TRUCK,1,0,Low,Low,FB,AUT,Low,Low
ASD_PMC_05,AUT,5,BLOCK1,FB,FISHINGTWEEZERS,6,FISHING,TWEEZERS,2,1,PENCIL,1,0,Low,Low,FB,AUT,Low,Low
ASD_PMC_05,AUT,6,BLOCK1,FB,GRABBINGPENCIL,12,GRABBING,EARTHWORM,1,0,OCEAN,1,0,Low,Low,FB,AUT,Low,Low
ASD_PMC_05,AUT,7,BLOCK1,FB,HOOKINGOCEAN,12,HOOKING,CEMENT,1,0,JACKET,1,0,Low,Low,FB,AUT,Low,Low
ASD_PMC_05,AUT,8,BLOCK1,FB,LOVINGCEMENT,75,LOVING,CEMENT,3,1,CEMENT,4,1,Low,High,FB,AUT,Low,High
ASD_PMC_05,AUT,9,BLOCK1,FB,PINCHINGTRUCK,12,PINCHING,JACKET,1,0,PENCIL,2,0,Low,High,FB,AUT,Low,High
ASD_PMC_05,AUT,10,BLOCK1,FB,ROLLINGSALT,19,ROLLING,CART,1,0,TRUCK,2,0,Low,High,FB,AUT,Low,High
ASD_PMC_05,AUT,11,BLOCK1,FB,SCOOPINGSHEEP,31,SCOOPING,SAND,1,0,SHEEP,3,1,Low,Low,FB,AUT,Low,Low
ASD_PMC_05,AUT,12,BLOCK1,FB,SPINNINGBLANKET,63,SPINNING,SANDWICH,1,0,STADIUM,1,0,Low,Low,FB,AUT,Low,Low
ASD_PMC_05,AUT,13,BLOCK1,FB,TEETERINGRAT,26,TEETERING,TABLE,1,0,RAT,2,1,Low,Low,FB,AUT,Low,Low
ASD_PMC_05,AUT,14,BLOCK1,FB,WIDENINGJACKET,50,WIDENING,OCEAN,1,0,TRUCK,1,0,Low,Low,FB,AUT,Low,Low
ASD_PMC_05,AUT,15,BLOCK2,NF,BATTINGNAPKIN,9,BATTING,TABLESPOON,1,0,TRUCK,1,0,Low,Low,NF,AUT,Low,Low
ASD_PMC_05,AUT,16,BLOCK2,NF,CONDUCTINGPYRAMID,66,CONDUCTING,PYRAMID,2,1,PYRAMID,3,1,Low,Low,NF,AUT,Low,Low
ASD_PMC_05,AUT,17,BLOCK2,NF,DIGGINGBANDAGE,14,DIGGING,TABLESPOON,1,0,SPARKLER,1,0,Low,Low,NF,AUT,Low,Low
ASD_PMC_05,AUT,18,BLOCK2,NF,EXCHANGINGJAR,21,EXCHANGING,JOBS,3,0,JOBS,4,0,High,High,NF,AUT,High,High
ASD_PMC_05,AUT,19,BLOCK2,NF,FLIPPINGCABIN,20,FLIPPING,CANDLE,1,0,NAPKIN,1,0,Low,Low,NF,AUT,Low,Low
ASD_PMC_05,AUT,20,BLOCK2,NF,HAMMERINGANIMAL,60,HAMMERING,OWL,2,0,CANDLE,1,0,High,Low,NF,AUT,High,Low
ASD_PMC_05,AUT,21,BLOCK2,NF,INTRODUCINGISLAND,65,INTRODUCING,ISLAND,3,1,ISLAND,3,1,Low,Low,NF,AUT,Low,Low
ASD_PMC_05,AUT,22,BLOCK2,NF,OPENINGTABLESPOON,34,OPENING,TABLESPOON,3,1,TABLESPOON,3,1,Low,Low,NF,AUT,Low,Low
ASD_PMC_05,AUT,23,BLOCK2,NF,PUSHINGSPATULA,16,PUSHING,SPARKLER,1,0,SPATULA,3,1,Low,Low,NF,AUT,Low,Low
ASD_PMC_05,AUT,24,BLOCK2,NF,RUNNINGROOF,35,RUNNING,SPATULA,1,0,NAPKIN,1,0,Low,Low,NF,AUT,Low,Low
ASD_PMC_05,AUT,25,BLOCK2,NF,SHRUGGINGOWL,58,SHRUGGING,ISLAND,1,0,OWL,3,1,Low,Low,NF,AUT,Low,Low
ASD_PMC_05,AUT,26,BLOCK2,NF,STOPPINGCLARINET,27,STOPPING,SPARKLER,1,0,TABLESPOON,1,0,Low,Low,NF,AUT,Low,Low
ASD_PMC_05,AUT,27,BLOCK2,NF,TYPINGFLOWER,20,TYPING,FLOWER,3,1,FLOWER,4,1,Low,High,NF,AUT,Low,High
ASD_PMC_06,AUT,1,BLOCK1,FB,ABSTAININGEARTHWORM,57,ABSTAINING,EARTHWORM,4,1,EARTHWORM,4,1,High,High,FB,AUT,High,High
ASD_PMC_06,AUT,2,BLOCK1,FB,CATCHINGCAMEL,43,CATCHING,SHEEP,1,0,CAMEL,3,1,Low,Low,FB,AUT,Low,Low
ASD_PMC_06,AUT,3,BLOCK1,FB,CRAWLINGSTADIUM,10,CRAWLING,STADIUM,3,1,GOAT,1,0,Low,Low,FB,AUT,Low,Low
ASD_PMC_06,AUT,4,BLOCK1,FB,DRIVINGPACKAGE,68,DRIVING,SHEEP,1,0,PACKAGE,4,1,Low,High,FB,AUT,Low,High
ASD_PMC_06,AUT,5,BLOCK1,FB,FISHINGTWEEZERS,20,FISHING,TRUCK,1,0,TWEEZERS,4,1,Low,High,FB,AUT,Low,High
ASD_PMC_06,AUT,6,BLOCK1,FB,GRABBINGPENCIL,87,GRABBING,TRUCK,1,0,PENCIL,4,1,Low,High,FB,AUT,Low,High
ASD_PMC_06,AUT,7,BLOCK1,FB,HOOKINGOCEAN,29,HOOKING,OCEAN,3,1,OCEAN,4,1,Low,High,FB,AUT,Low,High
ASD_PMC_06,AUT,8,BLOCK1,FB,LOVINGCEMENT,85,LOVING,CEMENT,4,1,CEMENT,4,1,High,High,FB,AUT,High,High
ASD_PMC_06,AUT,9,BLOCK1,FB,PINCHINGTRUCK,26,PINCHING,TRUCK,4,1,TRUCK,4,1,High,High,FB,AUT,High,High
ASD_PMC_06,AUT,10,BLOCK1,FB,ROLLINGSALT,29,ROLLING,PACKAGE,1,0,SALT,4,1,Low,High,FB,AUT,Low,High
ASD_PMC_06,AUT,11,BLOCK1,FB,SCOOPINGSHEEP,34,SCOOPING,SHEEP,2,1,SHEEP,4,1,Low,High,FB,AUT,Low,High
ASD_PMC_06,AUT,12,BLOCK1,FB,SPINNINGBLANKET,30,SPINNING,BLANKET,3,1,BLANKET,4,1,Low,High,FB,AUT,Low,High
ASD_PMC_06,AUT,13,BLOCK1,FB,TEETERINGRAT,55,TEETERING,RAT,4,1,RAT,4,1,High,High,FB,AUT,High,High
ASD_PMC_06,AUT,14,BLOCK1,FB,WIDENINGJACKET,55,WIDENING,JACKET,4,1,JACKET,4,1,High,High,FB,AUT,High,High
ASD_PMC_06,AUT,15,BLOCK2,NF,BATTINGNAPKIN,28,BATTING,NAPKIN,4,1,NAPKIN,4,1,High,High,NF,AUT,High,High
ASD_PMC_06,AUT,16,BLOCK2,NF,CONDUCTINGPYRAMID,21,CONDUCTING,PYRAMID,4,1,JAR,1,0,High,Low,NF,AUT,High,Low
ASD_PMC_06,AUT,17,BLOCK2,NF,DIGGINGBANDAGE,35,DIGGING,BANDAGE,4,1,BANDAGE,4,1,High,High,NF,AUT,High,High
ASD_PMC_06,AUT,18,BLOCK2,NF,EXCHANGINGJAR,55,EXCHANGING,JAR,4,1,JAR,4,1,High,High,NF,AUT,High,High
ASD_PMC_06,AUT,19,BLOCK2,NF,FLIPPINGCABIN,43,FLIPPING,CABIN,4,1,CABIN,4,1,High,High,NF,AUT,High,High
ASD_PMC_06,AUT,20,BLOCK2,NF,HAMMERINGANIMAL,74,HAMMERING,ANIMAL,4,1,ANIMAL,4,1,High,High,NF,AUT,High,High
ASD_PMC_06,AUT,21,BLOCK2,NF,INTRODUCINGISLAND,76,INTRODUCING,JAR,1,0,JAR,1,0,Low,Low,NF,AUT,Low,Low
ASD_PMC_06,AUT,22,BLOCK2,NF,OPENINGTABLESPOON,20,OPENING,TABLESPOON,4,1,TABLESPOON,4,1,High,High,NF,AUT,High,High
ASD_PMC_06,AUT,23,BLOCK2,NF,PUSHINGSPATULA,17,PUSHING,SPATULA,2,1,CABIN,1,0,Low,Low,NF,AUT,Low,Low
ASD_PMC_06,AUT,24,BLOCK2,NF,RUNNINGROOF,30,RUNNING,ROOF,4,1,ROOF,4,1,High,High,NF,AUT,High,High
ASD_PMC_06,AUT,25,BLOCK2,NF,SHRUGGINGOWL,61,SHRUGGING,TABLECLOTH,1,0,TABLECLOTH,1,0,Low,Low,NF,AUT,Low,Low
ASD_PMC_06,AUT,26,BLOCK2,NF,STOPPINGCLARINET,73,STOPPING,CLARINET,4,1,CLARINET,4,1,High,High,NF,AUT,High,High
ASD_PMC_06,AUT,27,BLOCK2,NF,TYPINGFLOWER,32,TYPING,FLOWER,4,1,FLOWER,4,1,High,High,NF,AUT,High,High
ASD_PMC_07,AUT,1,BLOCK1,FB,ABSTAININGEARTHWORM,0,ABSTAINING,EARTHWORM,2,1,CATERPILLAR,2,0,Low,High,FB,AUT,Low,High
ASD_PMC_07,AUT,2,BLOCK1,FB,CATCHINGCAMEL,85,CATCHING,CYLINDERS,1,0,CAMEL,4,1,Low,High,FB,AUT,Low,High
ASD_PMC_07,AUT,3,BLOCK1,FB,CRAWLINGSTADIUM,0,CRAWLING,STADIUM,2,1,STADIUM,4,1,Low,High,FB,AUT,Low,High
ASD_PMC_07,AUT,4,BLOCK1,FB,DRIVINGPACKAGE,56,DRIVING,SALT,1,0,FISH,1,0,Low,Low,FB,AUT,Low,Low
